Origin,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,ModelYear
Japan,31.3,-0.8693480468143899,-0.7219143541730952,-0.7840523578082584,-0.5311676004441004,0.695806550140309,1.1159711070933533
USA,16.0,1.483887183355597,1.0225237647395498,0.9221539139548883,1.3636098138305872,-0.5590201623706857,-0.516396568189159
Europe,29.0,-0.8693480468143899,-0.9423653252444735,-0.7053043760345747,-1.244523449970906,-0.3797592034405436,0.29978726945209716
USA,16.0,1.483887183355597,1.4921801813698772,1.1583978592759394,1.5934952537113185,-0.3797592034405436,0.29978726945209716
USA,29.0,-0.8693480468143899,-0.5781419817352399,-0.5478084124872072,-0.5513122008460202,0.15802367334988274,1.6600936655208576
USA,13.0,1.483887183355597,1.4825953565406869,1.184647186533834,2.0248266976112475,-0.3797592034405436,-0.516396568189159
USA,17.5,1.483887183355597,1.0512782392271207,1.0534005502443613,1.0543309488364074,-1.096803039161112,0.29978726945209716
USA,18.0,0.3072695682706036,0.3515860266962247,-0.12781917636089424,-0.2384784063691487,-0.2004982445104015,-0.788457847402911
Europe,26.0,-0.8693480468143899,-0.7602536534898567,-0.7840523578082584,-0.8819206427363503,-0.5590201623706857,-0.516396568189159
USA,15.0,1.483887183355597,1.7988945759039685,1.7096337316917254,0.6786934001653155,-1.9931078338118227,-1.6046416850441672
USA,10.0,1.483887183355597,1.0704478888855014,2.4971135494285623,1.642079289974772,-0.2004982445104015,-1.6046416850441672
USA,22.0,-0.8693480468143899,-0.5302178575892881,-0.8628003395819421,-0.6899544506709974,1.2335894269307355,-1.3325804058304151
Europe,34.3,-0.8693480468143899,-0.9423653252444735,-0.7053043760345747,-0.9506492794017236,0.08631928977782613,1.1159711070933533
Europe,30.7,0.3072695682706036,-0.4822937334433363,-0.7578030305503638,0.20114787299039424,1.4487025776469065,1.3880323863071053
USA,20.2,0.3072695682706036,0.04487163216213328,-0.442811103455629,0.08265022356733684,0.5523977829961959,1.3880323863071053
USA,22.0,0.3072695682706036,0.5241128736216512,0.0034274599285785802,0.429848336376895,-0.3797592034405436,0.02772599023834512
Japan,33.0,-0.8693480468143899,-0.9998742742196156,-1.3615375574819388,-1.416345041634339,0.695806550140309,-0.24433528897540693
USA,21.0,-0.8693480468143899,-0.7027447045147145,-0.4953097579714182,-0.9056201726209617,0.3372846322800248,-1.0605191266166631
USA,22.0,0.3072695682706036,0.025701982503752566,-0.2590658126503671,-0.18633944062300342,-0.021237285580259387,-1.6046416850441672
Europe,24.0,-0.8693480468143899,-1.009459099048806,-0.7840523578082584,-1.0454473989401696,-0.021237285580259387,-0.516396568189159
Europe,31.5,-0.8693480468143899,-1.0190439238779962,-0.8890496668398367,-1.1852746252593773,-0.2363504362964298,0.5718485486658492
USA,15.0,1.483887183355597,2.239796518046725,2.4446148949127733,1.600605112676702,-1.9931078338118227,-1.6046416850441672
Europe,26.0,-0.8693480468143899,-0.9519501500736638,-0.9415483213556258,-0.9494643029074931,0.8750675090704512,-1.0605191266166631
USA,16.0,0.3072695682706036,0.5241128736216512,0.0034274599285785802,1.074475549238327,1.0543284680005933,-0.24433528897540693
USA,14.0,1.483887183355597,2.345229591167819,2.8908534582969807,1.5662407943440153,-2.530890710602249,-1.6046416850441672
USA,27.0,-0.8693480468143899,-0.7985929528066181,-0.442811103455629,-0.4150399040095042,1.0901806597866222,1.6600936655208576
Europe,25.0,-0.8693480468143899,-0.8177626024649989,-0.4690604307135236,-0.3771206561941258,0.695806550140309,-1.6046416850441672
Japan,40.8,-0.8693480468143899,-1.0573832231947577,-1.046545630387204,-1.0430774459517083,1.305293810502792,1.1159711070933533
Japan,36.1,-0.8693480468143899,-0.9998742742196156,-1.177792266676677,-1.4104201591631862,0.3014324404939959,0.5718485486658492
USA,30.0,-0.8693480468143899,-0.9327805004152832,-0.9677976486135204,-0.9897535037113325,0.3372846322800248,0.5718485486658492
USA,17.6,1.483887183355597,1.0225237647395498,0.6334113141180482,0.8706595922306685,-0.7741333130868562,0.8439098278796013
USA,15.5,1.483887183355597,1.1758809620065953,1.0534005502443613,1.3624248373363566,-0.6665767377287712,0.29978726945209716
USA,23.0,0.3072695682706036,0.025701982503752566,-0.2590658126503671,-0.10220610953263268,0.15802367334988274,-0.788457847402911
USA,14.0,1.483887183355597,1.4921801813698772,1.2633951683075177,1.3493900958998204,-0.91754208023097,-1.0605191266166631
USA,26.0,-0.8693480468143899,-0.9998742742196156,-0.9152989940977312,-1.2267488025574473,1.7713723037211617,-1.3325804058304151
USA,19.2,1.483887183355597,1.0512782392271207,1.0534005502443613,0.5151666439614964,-0.8458376966589134,0.5718485486658492
Japan,31.5,-0.8693480468143899,-0.9327805004152832,-0.9677976486135204,-1.1201009180766957,1.0543284680005933,0.29978726945209716
Japan,33.5,-0.8693480468143899,-1.0573832231947577,-0.9152989940977312,-1.238598567499753,0.44484120763811036,0.29978726945209716
USA,20.5,0.3072695682706036,0.2844922528918922,-0.12781917636089424,0.5210915264326492,0.5882499747822235,0.5718485486658492
USA,34.2,-0.8693480468143899,-0.8656867266109506,-0.9152989940977312,-0.9364295614709567,-0.8458376966589134,0.8439098278796013
USA,24.0,0.3072695682706036,0.04487163216213328,-0.626556394260891,0.025771351844269295,0.731658741926338,0.02772599023834512
Japan,24.0,-0.8693480468143899,-0.7890081279774278,-0.2590658126503671,-0.8440013949209719,-0.021237285580259387,-1.0605191266166631
USA,14.0,1.483887183355597,2.4890019636056744,3.1533467308759264,1.7001431381920702,-1.9931078338118227,-1.6046416850441672
USA,23.9,1.483887183355597,0.6199611219135547,-0.3903124489398399,0.5092417614903434,2.3808595640836447,0.8439098278796013
Japan,24.0,-0.8693480468143899,-0.7314991790022857,-0.20656715813457793,-0.5276126709614087,0.516545591210167,-0.24433528897540693
Japan,32.9,-0.8693480468143899,-0.7314991790022857,-0.12781917636089424,-0.44466431636526854,-0.2722026280824581,1.3880323863071053
Japan,31.8,-0.8693480468143899,-1.0573832231947577,-1.046545630387204,-1.14972533043246,1.305293810502792,0.8439098278796013
Japan,21.5,-1.4576568543568866,-1.1053073473407096,0.1346740962180514,-0.3202417844710583,-0.7382811213008278,0.29978726945209716
USA,25.5,-0.8693480468143899,-0.5302178575892881,-0.4165617761977345,-0.2787676071729882,0.08631928977782613,0.29978726945209716
USA,15.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.3564999548652037,-0.7382811213008278,-1.0605191266166631
Europe,21.5,-0.8693480468143899,-0.7123295293439049,0.1346740962180514,-0.4624389637787271,-0.9892464638030265,0.29978726945209716
USA,19.0,0.3072695682706036,0.2844922528918922,-0.2590658126503671,0.32438542839037393,0.15802367334988274,-0.24433528897540693
USA,38.0,0.3072695682706036,0.6391307715719354,-0.5215590852293127,0.029326281326961016,0.516545591210167,1.6600936655208576
Japan,23.0,-0.8693480468143899,-0.7219143541730952,-0.20656715813457793,-0.5738267542364011,-0.3797592034405436,-1.0605191266166631
Japan,35.1,-0.8693480468143899,-1.0957225225115192,-1.177792266676677,-1.4578192189324093,0.19387586513591165,1.3880323863071053
Europe,23.0,-0.8693480468143899,-0.7219143541730952,-0.442811103455629,-0.03940235533841227,0.516545591210167,-0.24433528897540693
Japan,31.0,-0.8693480468143899,-1.143646646657471,-1.3877868847398334,-1.5893516097920029,0.3372846322800248,-0.516396568189159
Japan,39.4,-0.8693480468143899,-1.0573832231947577,-0.9152989940977312,-1.0904765057209314,1.0901806597866222,0.5718485486658492
USA,12.0,1.483887183355597,2.239796518046725,2.4446148949127733,2.324625750651583,-1.4553249570213962,-0.788457847402911
Europe,25.0,-0.8693480468143899,-1.009459099048806,-0.8890496668398367,-0.9091751021036535,0.3372846322800248,-0.24433528897540693
Europe,24.0,-0.8693480468143899,-0.84651707695257,-0.3903124489398399,-0.6638849677979247,-0.3797592034405436,-1.6046416850441672
USA,26.5,-0.8693480468143899,-0.5302178575892881,-0.8628003395819421,-0.5039131410767972,-0.7024289295147995,0.02772599023834512
USA,34.7,-0.8693480468143899,-0.8656867266109506,-1.099044284902993,-0.9186549140574981,-0.2363504362964298,1.3880323863071053
USA,28.8,0.3072695682706036,-0.21391863822600635,0.26592073250752424,-0.46836384624988003,-1.527029340593453,0.8439098278796013
Europe,28.0,-0.8693480468143899,-0.7602536534898567,-0.3903124489398399,-1.0276727515267108,-0.5590201623706857,-1.3325804058304151
USA,18.2,1.483887183355597,1.1758809620065953,0.7909072776654156,0.9950821241248787,-0.1287938609383449,0.8439098278796013
Europe,44.0,-0.8693480468143899,-0.9423653252444735,-1.3877868847398334,-1.0193779160670968,3.2413121669483274,1.6600936655208576
USA,14.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.4773675572767222,-0.3797592034405436,-0.788457847402911
USA,15.5,1.483887183355597,1.4825953565406869,1.7096337316917254,1.392049249692121,-1.4911771488074246,0.29978726945209716
Europe,36.0,-0.8693480468143899,-1.1148921721698999,-1.230290921192466,-1.380795746807422,1.0901806597866222,0.29978726945209716
USA,25.5,-0.8693480468143899,-0.7027447045147145,-0.23281648539247252,-0.8179319120478993,-0.021237285580259387,0.29978726945209716
USA,19.2,1.483887183355597,0.6870548957178871,0.5284140050864699,0.7284624129229996,-0.2004982445104015,0.8439098278796013
USA,26.0,-0.8693480468143899,-0.3768606603222424,-0.3378137944240508,-0.48021361119218575,-0.3797592034405436,1.6600936655208576
Europe,25.0,-0.8693480468143899,-0.875271551440141,-0.2590658126503671,-0.7290586749806063,0.695806550140309,-1.6046416850441672
USA,27.0,-0.8693480468143899,-0.4247847844681942,-0.3903124489398399,-0.047697190798026284,0.6241021665682525,1.6600936655208576
USA,17.5,0.3072695682706036,0.6007914722551739,-0.2590658126503671,0.24025209730000316,0.8033631254983946,0.02772599023834512
USA,31.0,-0.8693480468143899,-0.7314991790022857,-0.6003070670029964,-0.3202417844710583,1.3769981940748486,1.6600936655208576
USA,17.0,0.3072695682706036,0.34200120186703437,0.1346740962180514,1.0863253141806328,1.9506332626513039,-0.24433528897540693
Europe,26.0,-0.8693480468143899,-0.9423653252444735,-0.7053043760345747,-0.8179319120478993,-0.3797592034405436,-0.516396568189159
Japan,32.3,-0.8693480468143899,-0.9423653252444735,-0.9940469758714149,-1.0964013881920842,0.8033631254983946,1.3880323863071053
USA,11.0,1.483887183355597,2.239796518046725,2.707108167491719,1.9466182489920296,-1.6345859159515383,-1.0605191266166631
USA,20.5,0.3072695682706036,0.34200120186703437,0.0034274599285785802,0.5151666439614964,0.480693399424138,0.29978726945209716
USA,13.0,1.483887183355597,1.0225237647395498,0.6596606413759427,1.0424811838941017,-0.2004982445104015,0.02772599023834512
USA,15.0,1.483887183355597,1.9618365980002046,1.184647186533834,0.9133187460229691,-2.1723687927419646,-1.6046416850441672
Europe,26.0,-0.8693480468143899,-0.9423653252444735,-1.5452828482872007,-1.2326736850286002,1.9506332626513039,-0.788457847402911
USA,33.5,-0.8693480468143899,-0.4247847844681942,-0.3903124489398399,-0.5145779295248724,-0.8458376966589134,0.8439098278796013
USA,39.0,-0.8693480468143899,-1.0477983983655674,-1.0727949576450986,-1.3215469220958933,0.3014324404939959,1.3880323863071053
Japan,32.2,-0.8693480468143899,-0.8369322521233795,-0.7840523578082584,-0.8594060893459694,-0.1287938609383449,1.1159711070933533
USA,21.0,0.3072695682706036,0.04487163216213328,-0.5215590852293127,-0.4778436582037246,0.15802367334988274,-1.6046416850441672
USA,15.0,0.3072695682706036,0.5241128736216512,-0.8628003395819421,0.1987779200019331,1.4128503858608774,-0.24433528897540693
Europe,23.0,-0.8693480468143899,-0.7698384783190471,-0.2590658126503671,-0.3510511733210532,-0.2004982445104015,-0.24433528897540693
USA,28.0,-0.8693480468143899,-0.5302178575892881,-0.3903124489398399,-0.8605910658402,-0.021237285580259387,-1.3325804058304151
USA,15.0,1.483887183355597,1.4825953565406869,1.0534005502443613,1.2936962006709833,-0.91754208023097,-0.788457847402911
USA,26.4,-0.8693480468143899,-0.5302178575892881,-0.442811103455629,-0.1424953103364722,0.9109197008564801,1.1159711070933533
USA,12.0,1.483887183355597,1.9618365980002046,1.6308857499180416,2.2701168319169764,-1.096803039161112,-0.788457847402911
Japan,24.2,0.3072695682706036,-0.472708908614146,0.39716736879699704,-0.07139672068263776,-0.6307245459427423,1.3880323863071053
USA,15.5,1.483887183355597,1.9618365980002046,2.2346202768496166,1.5816454887690128,-1.2043596145191975,0.29978726945209716
USA,23.0,-0.8693480468143899,-0.5302178575892881,-0.7053043760345747,-0.47191877573257174,1.0543284680005933,-0.24433528897540693
Europe,29.0,-0.8693480468143899,-1.2203252452909938,-1.4665348665135172,-1.3310267340497377,1.4128503858608774,-0.788457847402911
USA,27.0,-0.8693480468143899,-0.5302178575892881,-0.4953097579714182,-0.2372934298749181,0.014614906205768908,1.6600936655208576
USA,15.0,1.483887183355597,1.1758809620065953,1.184647186533834,0.4843572551115014,-1.6345859159515383,-0.788457847402911
Europe,29.0,-0.8693480468143899,-1.009459099048806,-0.9152989940977312,-1.2480783794535977,-0.5590201623706857,-0.24433528897540693
USA,21.0,0.3072695682706036,-0.3864454851514328,0.05592611444436771,-0.6141159550402406,-0.5590201623706857,-0.788457847402911
USA,27.4,-0.8693480468143899,-0.7123295293439049,-0.6528057215187856,-0.379490609182587,-0.2004982445104015,0.8439098278796013
USA,14.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.7380623860074487,-0.7382811213008278,-0.516396568189159
USA,23.2,-0.8693480468143899,-0.3768606603222424,0.0034274599285785802,-0.2906173721152939,0.4089890158520814,0.5718485486658492
USA,15.0,0.3072695682706036,0.5241128736216512,-0.12781917636089424,0.4097037359749752,0.516545591210167,-0.516396568189159
USA,15.0,1.483887183355597,1.4825953565406869,1.0534005502443613,1.7179177856055288,-0.5590201623706857,-0.24433528897540693
USA,35.7,-0.8693480468143899,-0.9327805004152832,-0.6528057215187856,-1.2741478623266702,-0.4156113952265719,0.8439098278796013
Europe,16.2,0.3072695682706036,-0.3097668865179099,0.7384086231496264,0.49739199654803773,0.08631928977782613,0.5718485486658492
USA,18.0,0.3072695682706036,0.2844922528918922,0.0034274599285785802,0.7379422248768442,0.3372846322800248,-0.516396568189159
USA,16.0,0.3072695682706036,0.2844922528918922,0.0034274599285785802,0.5317563148807244,-0.021237285580259387,-1.3325804058304151
Japan,37.0,-0.8693480468143899,-0.9998742742196156,-0.9677976486135204,-1.143800447961307,0.9467718926425077,1.6600936655208576
USA,17.0,0.3072695682706036,0.5241128736216512,-0.12781917636089424,0.4014089005153612,-0.021237285580259387,-1.3325804058304151
USA,18.5,0.3072695682706036,0.5241128736216512,0.1346740962180514,0.7758614726922226,0.22972805692193932,0.02772599023834512
USA,16.0,0.3072695682706036,0.5241128736216512,-0.12781917636089424,0.34097509930960196,0.8750675090704512,-0.788457847402911
USA,14.0,1.483887183355597,1.0416934143979304,1.184647186533834,0.8078558380364481,-1.4553249570213962,-0.788457847402911
USA,19.9,1.483887183355597,0.6199611219135547,0.1346740962180514,0.4440680543076619,-0.021237285580259387,0.5718485486658492
Europe,25.0,-0.8693480468143899,-0.7602536534898567,-0.626556394260891,-0.9127300315863452,0.480693399424138,0.02772599023834512
USA,17.0,1.483887183355597,1.0512782392271207,0.6596606413759427,1.0069318890671846,-0.05708947736628768,0.8439098278796013
USA,22.0,0.3072695682706036,0.3515860266962247,0.18717275073384054,-0.1839694876345423,-0.30805481986848704,1.6600936655208576
USA,30.0,-0.8693480468143899,-0.8081777776358084,-0.6528057215187856,-0.9897535037113325,-0.2722026280824581,0.29978726945209716
Japan,25.4,0.3072695682706036,-0.26184276237195814,0.2921700597654188,-0.10694601550955497,-1.0609508473750837,1.3880323863071053
USA,21.0,-0.8693480468143899,-0.5302178575892881,-0.8628003395819421,-0.6982492861306113,1.4128503858608774,-0.788457847402911
USA,19.0,0.3072695682706036,0.5241128736216512,-0.12781917636089424,0.34571500528652427,-0.2004982445104015,-1.3325804058304151
Japan,36.0,-0.8693480468143899,-0.84651707695257,-0.7840523578082584,-0.9305046789998038,-0.3797592034405436,1.6600936655208576
USA,19.2,0.3072695682706036,0.34200120186703437,0.0034274599285785802,0.6455140583268595,1.305293810502792,0.5718485486658492
USA,20.2,0.3072695682706036,0.3515860266962247,-0.3903124489398399,0.3255704048846045,0.9467718926425077,0.8439098278796013
USA,13.0,1.483887183355597,1.0225237647395498,0.9221539139548883,1.544911217447865,0.15802367334988274,-1.0605191266166631
USA,14.0,1.483887183355597,1.0225237647395498,0.9221539139548883,1.9525431314631825,0.15802367334988274,-0.516396568189159
USA,36.0,-0.8693480468143899,-0.9327805004152832,-0.9152989940977312,-1.0253027985382497,0.6241021665682525,1.6600936655208576
USA,20.2,0.3072695682706036,0.04487163216213328,-0.5215590852293127,-0.029922543384567676,0.08631928977782613,0.5718485486658492
Japan,33.0,-0.8693480468143899,-0.9998742742196156,-1.3615375574819388,-1.416345041634339,0.6599543583542802,0.02772599023834512
Japan,27.0,-0.8693480468143899,-0.9423653252444735,-0.442811103455629,-1.0193779160670968,-0.3797592034405436,-1.3325804058304151
USA,20.6,0.3072695682706036,0.2844922528918922,0.1346740962180514,0.438143171836509,0.37313682406605375,0.8439098278796013
Japan,32.4,-0.8693480468143899,-0.8369322521233795,-0.7840523578082584,-0.7586830873363706,0.44484120763811036,1.3880323863071053
Europe,30.0,-0.8693480468143899,-1.0286287487071866,-0.7578030305503638,-1.0964013881920842,-0.3797592034405436,-1.3325804058304151
Europe,29.8,-0.8693480468143899,-1.0190439238779962,-1.1252936121608876,-1.3570962169228105,-0.09294166915231598,1.1159711070933533
Japan,37.7,-0.8693480468143899,-1.0190439238779962,-1.1252936121608876,-1.1141760356055428,0.6241021665682525,1.3880323863071053
USA,11.0,1.483887183355597,1.1758809620065953,2.759606822007508,1.6491891489401556,-0.7382811213008278,-1.6046416850441672
USA,18.0,1.483887183355597,1.1758809620065953,1.184647186533834,0.5282013853980326,-1.6345859159515383,-1.6046416850441672
Japan,37.0,-0.8693480468143899,-0.7314991790022857,-0.3378137944240508,-0.6591450618210024,-0.2004982445104015,1.1159711070933533
USA,16.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.7866464222709022,-0.3797592034405436,-0.24433528897540693
USA,18.0,0.3072695682706036,0.5241128736216512,-0.7053043760345747,0.6917281416018518,1.9506332626513039,0.02772599023834512
USA,24.0,-0.8693480468143899,-0.5302178575892881,-0.3378137944240508,-0.14842019280762506,0.3014324404939959,1.6600936655208576
USA,13.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.125429538490242,-0.8458376966589134,0.02772599023834512
USA,14.0,1.483887183355597,1.0416934143979304,1.184647186533834,1.5010670871613339,-0.021237285580259387,-0.516396568189159
USA,17.0,1.483887183355597,0.6199611219135547,0.1346740962180514,1.2676267177979108,1.2335894269307355,0.29978726945209716
Japan,22.0,0.3072695682706036,-0.472708908614146,-0.20656715813457793,-0.20766901751915376,-0.3797592034405436,0.29978726945209716
Japan,21.1,-0.8693480468143899,-0.5877268065644302,-0.2590658126503671,-0.5631619657883259,-0.2722026280824581,0.5718485486658492
Europe,20.3,-0.28103923927189317,-0.6164812810520013,-0.04907119458721055,-0.18989437010569515,0.12217148156385443,0.5718485486658492
USA,17.5,0.3072695682706036,0.5241128736216512,0.1346740962180514,0.6277394109134008,0.3014324404939959,0.29978726945209716
USA,19.0,0.3072695682706036,0.5241128736216512,-0.442811103455629,0.3694145351711357,-0.021237285580259387,-1.3325804058304151
USA,18.1,0.3072695682706036,0.6007914722551739,0.39716736879699704,0.49739199654803773,-0.16464605272437322,0.5718485486658492
USA,20.2,1.483887183355597,1.0225237647395498,0.8959045866969938,0.6869882356249295,-0.9892464638030265,0.5718485486658492
USA,21.0,0.3072695682706036,0.03528680733294293,-0.3903124489398399,-0.40556009205565957,-0.2004982445104015,-1.6046416850441672
USA,17.7,0.3072695682706036,0.34200120186703437,1.5783870954022525,0.5388661738461078,-0.7741333130868562,0.5718485486658492
USA,18.0,0.3072695682706036,0.6007914722551739,0.1346740962180514,-0.0334774728672594,-0.7382811213008278,-1.3325804058304151
USA,19.0,0.3072695682706036,0.2844922528918922,-0.12781917636089424,0.7580868252787639,0.7675109337123657,0.29978726945209716
Japan,32.0,-0.8693480468143899,-1.1915707708034227,-1.046545630387204,-1.3677610053708855,1.9506332626513039,-0.516396568189159
USA,13.0,1.483887183355597,2.345229591167819,2.8908534582969807,2.067485851403548,-1.6345859159515383,-0.788457847402911
USA,19.0,-0.8693480468143899,-0.7027447045147145,-0.5215590852293127,-0.8060821471055936,1.0543284680005933,-0.788457847402911
USA,23.0,-0.8693480468143899,-0.5302178575892881,-0.5740577397451019,-0.41622488050373474,0.516545591210167,-0.24433528897540693
Japan,23.9,-0.8693480468143899,-0.7314991790022857,-0.20656715813457793,-0.693509380153689,-0.2363504362964298,0.5718485486658492
Europe,36.4,-0.28103923927189317,-0.7123295293439049,-0.9940469758714149,-0.047697190798026284,1.5562591530049907,1.1159711070933533
USA,14.0,1.483887183355597,1.1758809620065953,1.184647186533834,1.3102858715902115,-0.91754208023097,-1.3325804058304151
Japan,27.0,-0.8693480468143899,-0.9423653252444735,-0.442811103455629,-1.0193779160670968,-0.3797592034405436,-1.6046416850441672
USA,21.5,0.3072695682706036,0.34200120186703437,0.26592073250752424,0.301870874999993,-0.05708947736628768,0.8439098278796013
USA,22.0,-0.8693480468143899,-0.7027447045147145,-0.4953097579714182,-0.7053591450959948,0.15802367334988274,-1.0605191266166631
Japan,26.0,-0.8693480468143899,-0.9423653252444735,-0.7840523578082584,-0.8594060893459694,0.9467718926425077,0.29978726945209716
USA,30.5,-0.8693480468143899,-0.9327805004152832,-1.099044284902993,-1.1129910591113121,0.516545591210167,0.29978726945209716
USA,15.0,1.483887183355597,1.0416934143979304,1.184647186533834,1.0685506667671743,-1.096803039161112,-1.0605191266166631
USA,14.0,1.483887183355597,2.4890019636056744,3.1533467308759264,0.11345961241733177,-1.9931078338118227,-1.6046416850441672
Japan,23.7,-1.4576568543568866,-1.2011555956326132,-0.12781917636089424,-0.6757347327402304,-1.096803039161112,1.1159711070933533
USA,13.0,1.483887183355597,1.1758809620065953,1.184647186533834,0.9062088870575857,-0.5590201623706857,0.02772599023834512
Japan,38.0,-0.8693480468143899,-0.9998742742196156,-0.9940469758714149,-1.2148990376151416,-0.2004982445104015,1.6600936655208576
